UNIQUE_IDENTIFICATION_NUMBER_OF_THE_INSTITUTION,"Percent of Bachelor Degrees Awarded in Science, Technology, Engineering, and Math",Percent of Bachelor Degrees Awarded in Arts and Humanities,Percent of Bachelor Degrees Awarded in Education,Percent of Bachelor Degrees Awarded in Social Sciences,Percent of Bachelor Degrees Awarded in Health Sciences,Percent of Bachelor Degrees Awarded in Business,Percent of American Indian or Alaska Native Undergraduates,Percent of Two or More Races Undergraduates,Percent of Asian Undergraduates,Percent of Black or African American Undergraduates,Percent of Latino Undergraduates,Percent of Native Hawaiian or Other Pacific Islander Undergraduates,Percent of White Undergraduates,Percent of Women Undergraduates,Percent of Men Undergraduates,Percent of Nonresident Undergraduates,Percent of Undergraduates Race-Ethnicity Unknown,Percent of Undergraduates Age 25 to 64,"Percent of Full-time, First-time Degree-Seeking Undergraduates","Percent of First-Time, Full-Time International Undergraduates",Total Enrollment,Total Percent of Men Admitted,Total Percent of Women Admitted,Average Cost of Attendance Out-of-State,Average Cost of Attendance In-State,"Percent Full-time, First-time, Pell Grant Recipients Receiving an Award - 6 Years","First-Time, Full-Time Retention Rate","Out-of-State Average Tuition for First-Time, Full-Time Undergraduates","Average In-State Tuition for First-Time, Full-Time Undergraduates","Average Amount of Loans Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Institutional Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal, State, Local, or Institutional Grant Aid Awarded","Percent of First-Time, Full-Time Undergraduates Awarded Federal, State, Local or Institutional Grant Aid","Percent of First-Time, Full-Time Undergraduates Awarded Pell Grants","Average Net Price After Grants, 2020-21","Average Net Price for Low-Income Students, 2020-21","Average Net Price After Grants- Students Awarded a Grant or Scholarship, 2020-21","Number Awarded a Grant or Scholarship - Low-Income Students In-State, 2020-21","Number Awarded a Grant or Scholarship - Low-Income Students, 2020-21","Average Net Price After Grants - Low-Income Students Awarded Financial Aid, 2020-21",Cohort Default Rate,Median Debt for Dependent Students,Median Debt of Completers,Median Debt for Independent Students
486752,,,,,,,0.0,7.0,0.0,28.0,1.0,0.0,59.0,96.0,4.0,,,46.0,34.0,,96.0,,,,,,74.0,,,12201.0,5763.0,209.0,5881.0,65.0,65.0,18904.0,19262.0,18904.0,,37.0,19262.0,0.18,5500.0,9500.0,9500.0
486877,,,,,,,0.0,0.0,0.0,25.0,13.0,0.0,50.0,100.0,0.0,,,13.0,63.0,0.0,8.0,,,,,,63.0,,,4708.0,3565.0,,6398.0,56.0,22.0,7268.0,7793.0,,1.0,,7793.0,0.07,4950.0,8615.0,9500.0
487010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,20.0,3.0,0.0,44.0,91.0,9.0,3.0,2.0,31.0,0.0,,3235.0,,,,,,,21474.0,9390.0,,,,,,,,,,,,,0.031,7500.0,12500.0,18000.0
487232,,,,,,,2.0,0.0,1.0,14.0,51.0,0.0,32.0,100.0,0.0,,,35.0,39.0,,119.0,,,,,,70.0,,,4768.0,4865.0,,4865.0,70.0,70.0,12379.0,11976.0,12379.0,,52.0,11976.0,,,,
487481,,,,,,,3.0,0.0,0.0,8.0,30.0,0.0,4.0,78.0,22.0,,,45.0,24.0,,1441.0,,,,,,52.0,,,7031.0,5013.0,485.0,5010.0,98.0,97.0,33574.0,33483.0,33574.0,,483.0,33483.0,0.113,5500.0,9500.0,9500.0
487506,,,,,,,0.0,6.0,1.0,7.0,6.0,0.0,80.0,98.0,2.0,,,32.0,25.0,,85.0,,,,,,100.0,,,8216.0,1894.0,,1894.0,97.0,30.0,13860.0,6689.0,13860.0,,1.0,6689.0,0.108,5055.0,6333.0,6333.0
487816,,,,,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,,,33.0,19.0,,16.0,,,,,,0.0,,,3757.0,2777.0,,2777.0,100.0,100.0,12763.0,12763.0,12763.0,,5.0,12763.0,,,,
487852,,,,,,,0.0,8.0,8.0,31.0,8.0,0.0,46.0,69.0,31.0,,,77.0,0.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
487968,,,,,,,0.0,0.0,0.0,89.0,7.0,0.0,2.0,95.0,5.0,,,81.0,64.0,,55.0,,,,,,91.0,,,2022.0,2484.0,,2484.0,100.0,100.0,17004.0,17004.0,17004.0,,2.0,17004.0,0.0,,10796.0,
488068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,8.0,0.0,77.0,85.0,15.0,0.0,0.0,92.0,1.0,,104.0,,,24545.0,24545.0,,,6360.0,6360.0,,6345.0,,6345.0,100.0,100.0,21573.0,21573.0,21573.0,,1.0,21573.0,,,,
488110,,,,,,,0.0,0.0,0.0,10.0,31.0,0.0,59.0,100.0,0.0,,,38.0,28.0,,39.0,,,,,,63.0,,,7722.0,4739.0,,4739.0,70.0,70.0,20228.0,19301.0,20228.0,,15.0,19301.0,0.531,5146.0,13304.0,9500.0
488314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,100.0,,,2.0,20.0,,54.0,33.0,,23016.666667,23016.666667,,90.0,12100.0,12100.0,,7628.0,6822.0,13768.0,100.0,60.0,8795.0,10275.0,8795.0,,1.0,10275.0,,,,
488572,,,,,,,,,,,,,,,,0.0,7.0,,,,282.0,,,,,,,,,,,,,,,,,,,,,,,,
488800,,,,,,,1.0,6.0,9.0,5.0,32.0,1.0,43.0,69.0,31.0,0.0,6.0,99.0,0.0,,943.0,,,,,,,5516.0,5516.0,,,,,,,,,,,,,,,,
488828,,,,,,,18.0,0.0,0.0,36.0,0.0,0.0,45.0,55.0,45.0,,,64.0,0.0,,11.0,,,,,,0.0,,,9500.0,3173.0,,3173.0,100.0,100.0,21735.0,21735.0,21735.0,,1.0,21735.0,,,,
489131,,,,,,,0.0,2.0,11.0,16.0,18.0,0.0,51.0,78.0,22.0,,,30.0,33.0,,45.0,,,,,,100.0,,,6951.0,5662.0,,5662.0,74.0,74.0,20624.0,21681.0,20624.0,,5.0,21681.0,0.053,5500.0,7917.0,7917.0
489371,,,,,,,2.0,6.0,5.0,12.0,49.0,4.0,19.0,11.0,89.0,,,61.0,64.0,,199.0,,,,,,66.0,,,10824.0,4853.0,6999.0,5150.0,99.0,81.0,28745.0,29171.0,28745.0,,138.0,29171.0,0.039,14500.0,20000.0,20000.0
490018,,,,,,,0.0,11.0,0.0,28.0,22.0,0.0,39.0,50.0,50.0,,,56.0,6.0,,18.0,,,,,,,,,5387.0,3174.0,,3174.0,100.0,100.0,12307.0,12307.0,12307.0,,3.0,12307.0,0.2,3666.0,6333.0,6333.0
490197,,,,,,,6.0,6.0,2.0,4.0,73.0,0.0,2.0,81.0,19.0,,,60.0,6.0,,48.0,,,,,100.0,100.0,,,4994.0,6373.0,,6373.0,82.0,82.0,22850.0,22864.0,22850.0,,7.0,22864.0,,,,
490267,,,,,,,11.0,0.0,0.0,22.0,0.0,0.0,67.0,44.0,56.0,,,67.0,11.0,,9.0,,,,,,50.0,,,5500.0,6345.0,,6345.0,50.0,50.0,6608.0,6608.0,6608.0,,1.0,6608.0,,,,
490285,,,,,,,0.0,38.0,6.0,18.0,16.0,1.0,20.0,21.0,79.0,,,87.0,19.0,,618.0,,,31882.5,31882.5,,50.0,14640.0,14640.0,6876.0,6481.0,,4549.0,68.0,14.0,38243.0,36436.0,38243.0,,13.0,36436.0,0.1,,,
490319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,,0.0,61.0,,18.0,100.0,,20063.333333,20063.333333,,64.0,9430.0,9430.0,,6114.0,4569.0,10683.0,100.0,55.0,6015.0,4998.0,6015.0,,2.0,4998.0,,,,
490391,,,,,,,0.0,0.0,1.0,6.0,93.0,0.0,0.0,96.0,4.0,,,74.0,41.0,,68.0,,,,,,94.0,,,4432.0,4031.0,,4031.0,34.0,34.0,11992.0,12615.0,11992.0,,19.0,12615.0,,,,
490470,,,,,,,0.0,8.0,0.0,42.0,12.0,0.0,38.0,85.0,15.0,,,69.0,54.0,,26.0,,,,,,,,,6693.0,4469.0,,4469.0,60.0,60.0,16014.0,17545.0,16014.0,,6.0,17545.0,,,,
490504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,100.0,,,0.0,20.0,,46.0,92.0,,18930.0,18930.0,,94.0,9780.0,9780.0,,6481.0,7057.0,11199.0,100.0,47.0,9038.0,5759.0,9038.0,,3.0,5759.0,,,,
491190,,,,,,,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,1.0,5.0,100.0,0.0,,126.0,0.0,0.0,32200.0,32200.0,,,11328.0,11328.0,,,,,,,,,,,,,0.034,9125.0,20000.0,14739.0
491394,,,,,,,0.0,3.0,2.0,41.0,38.0,2.0,8.0,7.0,93.0,,,59.0,20.0,,90.0,,,,,,75.0,,,6279.0,3228.0,,3365.0,52.0,47.0,,,,,,,0.189,9225.0,14000.0,10317.0
491482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491570,,,,,,,0.0,0.0,6.0,47.0,16.0,0.0,31.0,100.0,0.0,,,6.0,97.0,,32.0,,,48986.5,48986.5,,78.0,28050.0,28050.0,9287.0,3726.0,,3726.0,100.0,100.0,50526.0,50526.0,50526.0,,23.0,50526.0,,,16167.0,
491677,,,,,,,6.0,0.0,0.0,15.0,53.0,3.0,24.0,38.0,62.0,,,32.0,50.0,,34.0,,,,,,43.0,,,11468.0,6259.0,,6259.0,100.0,100.0,14283.0,14283.0,14283.0,,19.0,14283.0,,,,
491686,,,,,,,0.0,11.0,0.0,30.0,41.0,0.0,19.0,8.0,92.0,,,51.0,14.0,,37.0,,,,,,67.0,,,7814.0,4771.0,,4771.0,61.0,61.0,12133.0,13112.0,12133.0,,12.0,13112.0,,,,
491774,,,,,,,0.0,0.0,20.0,73.0,7.0,0.0,0.0,87.0,13.0,,,82.0,11.0,0.0,137.0,,,,,,46.0,,,8034.0,5004.0,,5004.0,38.0,38.0,28285.0,28285.0,28285.0,,8.0,28285.0,,,,
491792,,,,,,,1.0,5.0,1.0,1.0,12.0,0.0,77.0,97.0,3.0,,,38.0,37.0,,108.0,,,,,,91.0,,,5972.0,4328.0,,4328.0,41.0,41.0,16014.0,16220.0,16014.0,,10.0,16220.0,,4583.0,,6333.0
491932,,,,,,,3.0,3.0,0.0,30.0,24.0,3.0,36.0,3.0,97.0,,,61.0,70.0,,33.0,,,,,,83.0,,,6592.0,3684.0,,4237.0,83.0,83.0,28539.0,27788.0,28539.0,,10.0,27788.0,,,,
491941,,,,,,,0.0,4.0,0.0,12.0,4.0,0.0,80.0,95.0,5.0,,,40.0,23.0,,130.0,,,,,,63.0,,,9122.0,4210.0,,4217.0,54.0,53.0,21784.0,20737.0,21784.0,,12.0,20737.0,,5500.0,8921.0,9353.0
491996,,,,,,,2.0,9.0,4.0,2.0,18.0,0.0,64.0,93.0,7.0,,,24.0,56.0,,45.0,,,,,,80.0,,,4881.0,5457.0,1000.0,6457.0,56.0,56.0,14234.0,12145.0,14234.0,,13.0,12145.0,,,9833.0,
492315,,,,,,,0.0,0.0,15.0,0.0,17.0,1.0,67.0,75.0,25.0,,,78.0,0.0,,111.0,,,,,,,,,,,,,,,,,,,,,,,,
492379,,,,,,,13.0,0.0,0.0,6.0,0.0,0.0,75.0,6.0,94.0,,,19.0,94.0,,16.0,,,,,,,,,9442.0,,750.0,10388.0,53.0,0.0,9441.0,9623.0,9441.0,,6.0,9623.0,0.096,2538.0,,4384.0
492731,,,,,,,0.0,0.0,2.0,52.0,17.0,0.0,27.0,80.0,20.0,,,43.0,20.0,,127.0,,,,,,100.0,,,6910.0,5379.0,,5379.0,64.0,64.0,17429.0,17993.0,17429.0,,13.0,17993.0,0.061,5557.0,6333.0,6333.0
493071,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,76.0,24.0,,,47.0,30.0,,454.0,,,,,,74.0,,,,5056.0,,5056.0,68.0,68.0,4695.0,4661.0,4695.0,,130.0,4661.0,,,,
493576,,,,,,,0.0,8.0,0.0,75.0,0.0,0.0,17.0,100.0,0.0,,,42.0,8.0,,12.0,,,,,,100.0,,,9113.0,6345.0,,6345.0,100.0,100.0,18141.0,18141.0,18141.0,,3.0,18141.0,,,,
493594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,,0.0,25.0,,36.0,50.0,,14550.0,14550.0,,75.0,8150.0,8150.0,,6111.0,,6111.0,100.0,75.0,7862.0,8205.0,7862.0,,1.0,8205.0,,,,
493910,,,,,,,0.0,0.0,0.0,0.0,17.0,0.0,67.0,100.0,0.0,,,67.0,17.0,,6.0,,,,,,100.0,,,,3173.0,,3173.0,33.0,33.0,21559.0,21559.0,21559.0,,1.0,21559.0,,,,
493992,,,,,,,0.0,1.0,0.0,34.0,33.0,1.0,31.0,68.0,32.0,,,55.0,53.0,,247.0,,,,,,52.0,,,5206.0,3628.0,773.0,3396.0,84.0,70.0,20082.0,19744.0,20082.0,,164.0,19744.0,0.075,7125.0,8708.0,7917.0
494029,,,,,,,0.0,0.0,0.0,81.0,19.0,0.0,0.0,24.0,76.0,,,62.0,0.0,,21.0,,,,,,50.0,,,9500.0,6169.0,,6169.0,100.0,100.0,21589.0,21589.0,21589.0,,6.0,21589.0,0.261,,15591.0,
494269,0.111111,0.0,0.0,0.0,0.0,0.777778,3.0,3.0,0.0,18.0,6.0,0.0,52.0,12.0,88.0,,,88.0,3.0,0.0,33.0,,,13735.5,13735.5,,,6000.0,6000.0,,,,,,,,,,,,,0.141,13965.0,24384.0,15884.0
494472,,,,,,,0.0,0.0,0.0,64.0,9.0,0.0,27.0,100.0,0.0,,,45.0,27.0,0.0,11.0,,,,,,83.0,,,5424.0,3173.0,,3173.0,71.0,71.0,22982.0,22982.0,22982.0,,5.0,22982.0,,,,
494755,,,,,,,0.0,0.0,0.0,15.0,0.0,0.0,85.0,94.0,6.0,,,63.0,14.0,,65.0,,,21920.0,21920.0,,81.0,11491.0,11491.0,6285.0,4570.0,,5782.0,81.0,57.0,13942.0,13149.0,13942.0,,5.0,13149.0,0.0,8173.0,8848.0,7701.0
494977,,,,,,,0.0,0.0,8.0,92.0,0.0,0.0,0.0,90.0,10.0,,,75.0,67.0,,49.0,,,,,,,,,,3660.0,,3660.0,17.0,17.0,5243.0,,5243.0,,0.0,,,,,
494995,,,,,,,0.0,0.0,0.0,43.0,26.0,0.0,30.0,9.0,91.0,,,52.0,67.0,0.0,46.0,,,,,,100.0,,,,7739.0,,7739.0,100.0,100.0,14750.0,14730.0,14750.0,,26.0,14730.0,,,,
495192,,,,,,,,,,,,,,,,0.0,1.0,,,,257.0,,,,,,,,,,,,,,,,,,,,,,,,
495271,,,,,,,69.0,0.0,0.0,0.0,27.0,0.0,0.0,77.0,23.0,,,65.0,0.0,,26.0,,,21515.5,21515.5,,100.0,7680.0,7680.0,,,7743.0,7743.0,100.0,0.0,13773.0,,13773.0,,,,,,,
495730,,,,,,,1.0,1.0,1.0,35.0,9.0,0.0,52.0,100.0,0.0,,,36.0,14.0,,77.0,,,,,,44.0,,,7183.0,5010.0,1905.0,5772.0,77.0,77.0,15347.0,15866.0,15347.0,,10.0,15866.0,0.068,,,
495776,,,,,,,0.0,0.0,0.0,26.0,62.0,0.0,8.0,10.0,90.0,,,36.0,23.0,,39.0,,,,,,100.0,,,8167.0,6103.0,,6103.0,67.0,67.0,21752.0,21752.0,21752.0,,6.0,21752.0,0.16,,,
495970,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,68.0,32.0,,,54.0,27.0,,302.0,,,,,,85.0,,,,4752.0,,4752.0,83.0,83.0,4695.0,4648.0,4695.0,,178.0,4648.0,,,,
496186,,,,,,,0.0,32.0,10.0,18.0,24.0,3.0,12.0,7.0,93.0,,,90.0,8.0,,121.0,,,22653.0,22653.0,,89.0,14640.0,14640.0,6450.0,4486.0,,4365.0,79.0,11.0,21921.0,21800.0,21921.0,,2.0,21800.0,0.1,,,
496469,,,,,,,,,,,,,,,,0.0,0.0,,,,142.0,,,,,,,,,,,,,,,,,,,,,,,,
497125,,,,,,,,,,,,,,,,,,,,,,,,27966.5,27966.5,,,17300.0,17300.0,,,,,,,,,,,,,,,,
497347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100654,0.169039,0.023132,0.039146,0.024911,0.0,0.163701,0.0,1.0,0.0,90.0,1.0,0.0,2.0,59.0,41.0,4.0,32.0,6.0,28.0,,5969.0,72.0,71.0,29787.333333,21177.333333,28.0,58.0,17220.0,8610.0,6164.0,6150.0,7714.0,11047.0,84.0,67.0,12921.0,12177.0,,380.0,,12177.0,0.121,15000.0,31000.0,19859.0
101143,,,,,,,1.0,5.0,1.0,17.0,6.0,0.0,63.0,47.0,53.0,,,22.0,19.0,0.0,1796.0,,,14896.0,11206.0,12.0,66.0,7380.0,3690.0,4716.0,6163.0,4323.0,6434.0,76.0,49.0,3064.0,2119.0,,111.0,,2119.0,0.161,5500.0,8135.0,8037.0
101189,0.013228,0.0,0.026455,0.02381,0.013228,0.515873,0.0,3.0,1.0,38.0,3.0,5.0,44.0,57.0,43.0,0.0,3.0,43.0,10.0,0.0,2874.0,62.0,66.0,34956.666667,34956.666667,20.0,64.0,21500.0,21500.0,9338.0,6800.0,13452.0,17008.0,99.0,49.0,19439.0,19051.0,19439.0,,82.0,19051.0,0.099,11850.0,23000.0,15688.0
101693,0.051282,0.042735,0.08547,0.029915,0.230769,0.136752,2.0,1.0,1.0,12.0,0.0,1.0,53.0,64.0,36.0,14.0,44.0,6.0,15.0,,1911.0,66.0,64.0,37801.0,37801.0,49.0,64.0,23160.0,23160.0,7663.0,5245.0,13240.0,16093.0,92.0,39.0,21638.0,14325.0,21638.0,,46.0,14325.0,0.072,17750.0,27000.0,25000.0
102030,,,,,,,1.0,3.0,1.0,63.0,3.0,0.0,25.0,67.0,33.0,,,35.0,14.0,0.0,2479.0,,,16475.0,12785.0,16.0,58.0,7380.0,3690.0,7700.0,5454.0,4116.0,6924.0,90.0,68.0,3698.0,2967.0,,111.0,,2967.0,,,,
102067,,,,,,,0.0,2.0,1.0,39.0,3.0,0.0,53.0,61.0,39.0,,,29.0,14.0,0.0,4659.0,,,18462.0,14772.0,16.0,64.0,7380.0,3690.0,,5668.0,3376.0,5408.0,77.0,52.0,8662.0,7462.0,,213.0,,7462.0,,,,
101277,,,,,,,0.0,0.0,0.0,0.0,16.0,0.0,84.0,96.0,4.0,,,23.0,68.0,,57.0,,,,,,84.0,,,5639.0,4287.0,,4388.0,61.0,61.0,12945.0,12975.0,12945.0,,29.0,12975.0,0.09,5500.0,7667.0,8400.0
101879,0.037242,0.0,0.09588,0.043582,0.133122,0.24168,1.0,4.0,2.0,11.0,4.0,0.0,73.0,64.0,36.0,4.0,1.0,14.0,16.0,,8526.0,91.0,89.0,29830.666667,20230.666667,37.0,75.0,19200.0,9600.0,6365.0,4842.0,7366.0,9243.0,95.0,34.0,12379.0,10228.0,,158.0,,10228.0,0.088,15161.0,22250.0,15206.0
102298,0.090909,0.0,0.006993,0.041958,0.0,0.27972,0.0,1.0,0.0,84.0,5.0,0.0,3.0,51.0,49.0,2.0,2.0,12.0,19.0,,1203.0,,,22830.666667,22830.666667,35.0,60.0,12130.0,12130.0,8006.0,6329.0,5895.0,9478.0,76.0,69.0,13163.0,13099.0,13163.0,,174.0,13099.0,0.175,12020.0,28500.0,15250.0
102368,0.058899,0.00043,0.058469,0.05546,0.076096,0.226999,0.0,4.0,1.0,32.0,4.0,0.0,53.0,65.0,35.0,2.0,8.0,35.0,12.0,2.0,14901.0,94.0,96.0,30670.333333,21358.333333,34.0,74.0,18624.0,9312.0,4479.0,5431.0,8336.0,8893.0,82.0,43.0,12486.0,12287.0,,373.0,,12287.0,0.073,15000.0,25000.0,17495.0
102711,,,,,,,25.0,8.0,2.0,0.0,2.0,0.0,49.0,25.0,75.0,,,50.0,25.0,,259.0,,,,,,94.0,,,7768.0,5364.0,4244.0,6809.0,54.0,37.0,12365.0,7500.0,,6.0,,7500.0,0.098,5500.0,,6082.0
103529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105349,,,,,,,28.0,2.0,1.0,0.0,15.0,0.0,51.0,61.0,39.0,,,28.0,1.0,1.0,2786.0,,,20788.0,13366.0,24.0,42.0,9370.0,1948.0,,6740.0,1119.0,6055.0,100.0,71.0,7913.0,6007.0,,12.0,,6007.0,,,,
106245,0.060806,0.035165,0.046154,0.040293,0.188278,0.156044,1.0,14.0,2.0,23.0,3.0,0.0,54.0,63.0,37.0,12.0,2.0,37.0,7.0,0.0,8295.0,60.0,57.0,33544.333333,22953.333333,33.0,65.0,18750.0,6495.0,5929.0,4179.0,7169.0,9445.0,96.0,51.0,11901.0,14093.0,,153.0,,14093.0,0.062,12000.0,20997.0,15750.0
106315,,,,,,,0.0,0.0,0.0,57.0,21.0,0.0,21.0,93.0,7.0,,,36.0,54.0,,28.0,,,,,,75.0,,,5518.0,1980.0,,1980.0,100.0,100.0,22946.0,22946.0,22946.0,,5.0,22946.0,0.042,4059.0,6333.0,6333.0
106810,0.0,0.032258,0.290323,0.0,0.0,0.419355,0.0,0.0,1.0,17.0,1.0,0.0,80.0,44.0,56.0,,,2.0,26.0,,197.0,,,23550.0,23550.0,19.0,59.0,12650.0,12650.0,9347.0,4175.0,4792.0,8164.0,100.0,69.0,15620.0,14429.0,15620.0,,22.0,14429.0,0.125,,26206.0,
107141,0.075718,0.031332,0.041775,0.015666,0.073107,0.227154,1.0,6.0,2.0,2.0,7.0,0.0,72.0,59.0,41.0,0.0,27.0,9.0,19.0,8.0,2459.0,55.0,51.0,36592.0,36592.0,63.0,80.0,27662.0,27662.0,6172.0,4741.0,21207.0,23194.0,99.0,27.0,18298.0,16289.0,18298.0,,34.0,16289.0,0.038,18000.0,21500.0,17801.0
107512,0.132022,0.0,0.089888,0.02809,0.070225,0.191011,0.0,4.0,1.0,7.0,5.0,0.0,80.0,57.0,43.0,0.0,0.0,1.0,28.0,1.0,1764.0,71.0,76.0,41216.666667,41216.666667,46.0,84.0,29480.0,29480.0,7015.0,2510.0,18386.0,21394.0,100.0,24.0,20074.0,17009.0,20074.0,,42.0,17009.0,0.061,15000.0,22811.0,9875.0
107600,0.157534,0.013699,0.041096,0.089041,0.0,0.205479,0.0,1.0,0.0,90.0,1.0,1.0,0.0,64.0,36.0,,,15.0,13.0,,710.0,,,25724.0,25724.0,45.0,55.0,11804.0,11804.0,5451.0,5377.0,9080.0,11505.0,98.0,82.0,14396.0,14843.0,14396.0,,44.0,14843.0,0.218,12000.0,26500.0,14750.0
106412,0.118132,0.098901,0.120879,0.043956,0.076923,0.129121,1.0,2.0,0.0,90.0,2.0,0.0,3.0,59.0,41.0,10.0,1.0,9.0,24.0,1.0,2670.0,65.0,69.0,25174.666667,18304.666667,30.0,63.0,11640.0,5130.0,6131.0,6746.0,5019.0,10877.0,99.0,81.0,11053.0,10141.0,,223.0,,10141.0,0.136,15250.0,24058.0,14750.0
107460,,,,,,,0.0,4.0,1.0,2.0,8.0,0.0,83.0,57.0,43.0,,,24.0,15.0,,1792.0,,,18288.0,16188.0,36.0,56.0,5070.0,2970.0,3918.0,4437.0,2037.0,4895.0,95.0,54.0,10461.0,9108.0,,91.0,,9108.0,0.115,5071.0,8999.0,8172.0
107558,0.116129,0.032258,0.077419,0.058065,0.129032,0.270968,1.0,3.0,1.0,5.0,13.0,0.0,42.0,53.0,47.0,,,2.0,26.0,19.0,784.0,56.0,55.0,33683.333333,33683.333333,44.0,61.0,24950.0,24950.0,6253.0,5718.0,16085.0,18996.0,98.0,46.0,15779.0,10708.0,15779.0,,48.0,10708.0,0.203,9300.0,20300.0,5500.0
108092,0.059459,0.018919,0.083784,0.002703,0.195946,0.324324,2.0,10.0,6.0,4.0,16.0,0.0,61.0,59.0,41.0,0.0,0.0,18.0,14.0,,5447.0,,,26716.666667,19444.666667,30.0,67.0,11376.0,4104.0,5122.0,4594.0,5643.0,8604.0,97.0,53.0,9663.0,7807.0,,240.0,,7807.0,0.079,8250.0,17782.0,14881.0
108861,,,,,,,,,,,,,,,,10.0,0.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,0.1,,,
109721,,,,,,,1.0,2.0,2.0,31.0,44.0,0.0,18.0,71.0,29.0,,,81.0,68.0,,180.0,,,,,,65.0,,,6324.0,5088.0,,5088.0,92.0,92.0,22129.0,22606.0,22129.0,,147.0,22606.0,0.106,9500.0,9500.0,9500.0
109730,,,,,,,0.0,0.0,0.0,12.0,47.0,5.0,35.0,19.0,81.0,,,71.0,26.0,,43.0,,,,,,,,,8989.0,6354.0,,6354.0,100.0,100.0,21620.0,21620.0,21620.0,,13.0,21620.0,0.19,,9500.0,
110316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,11.0,13.0,0.0,52.0,81.0,19.0,4.0,19.0,89.0,0.0,,1833.0,,,,,,,20500.0,20500.0,,,,,,,,,,,,,0.034,,18750.0,
110495,0.047158,0.091092,0.029424,0.114873,0.075776,0.174526,0.0,3.0,9.0,2.0,59.0,1.0,19.0,67.0,33.0,3.0,6.0,23.0,10.0,0.0,10481.0,92.0,96.0,33346.0,21466.0,57.0,79.0,17622.0,5742.0,4380.0,5210.0,5400.0,9785.0,85.0,62.0,7230.0,3903.0,,330.0,,3903.0,0.033,11000.0,14146.0,13700.0
110556,0.037619,0.106091,0.028264,0.127986,0.082205,0.162221,0.0,2.0,13.0,3.0,57.0,0.0,17.0,60.0,40.0,8.0,5.0,15.0,14.0,2.0,25047.0,96.0,98.0,32519.0,20639.0,53.0,77.0,17622.0,5742.0,4809.0,5396.0,5641.0,10314.0,82.0,62.0,6336.0,3762.0,,1076.0,,3762.0,0.032,11000.0,14667.0,14425.0
110653,0.108421,0.0,0.038421,0.165579,0.068632,0.119368,0.0,5.0,37.0,2.0,26.0,0.0,13.0,55.0,45.0,29.0,3.0,4.0,22.0,16.0,36505.0,26.0,31.0,62865.333333,33111.333333,84.0,93.0,41196.0,11442.0,5258.0,3922.0,7401.0,16868.0,78.0,39.0,11633.0,5924.0,,1024.0,,5924.0,0.014,14284.0,15060.0,15056.0
111920,,,,,,,0.0,7.0,24.0,9.0,42.0,1.0,15.0,53.0,47.0,,,40.0,7.0,,11071.0,,,25885.5,18325.5,42.0,71.0,8664.0,1104.0,5047.0,5319.0,119.0,3827.0,75.0,31.0,8576.0,4905.0,,152.0,,4905.0,0.152,5500.0,10000.0,9500.0
114433,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,10.0,31.0,1.0,38.0,49.0,51.0,,,52.0,12.0,0.0,1354.0,,,23299.333333,15229.333333,17.0,82.0,9450.0,1380.0,5737.0,3860.0,1468.0,4104.0,76.0,36.0,11415.0,7886.0,,23.0,,7886.0,0.076,6000.0,11375.0,9500.0
114761,,,,,,,19.0,3.0,3.0,2.0,14.0,2.0,56.0,88.0,12.0,,,52.0,14.0,0.0,59.0,,,,,,100.0,,,,6129.0,,6155.0,52.0,48.0,12890.0,13035.0,12890.0,,8.0,13035.0,,,,
114831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114947,,,,,,,0.0,4.0,12.0,2.0,15.0,0.0,54.0,55.0,45.0,,,69.0,33.0,,104.0,,,,,,,,,7800.0,3546.0,15596.0,5608.0,67.0,14.0,30460.0,30624.0,30460.0,,3.0,30624.0,0.08,4766.0,,8233.0
